year,month,weather,cost
2019,april ,bad,5950
2019,may,bad,1950
2019,june ,bad,950
2019,july ,bad,350
2019,august ,bad,1950
2019,september,bad,750
2019,october ,bad,350
2019,november,bad,750
2019,december,bad,350
2019,january,good,150
2019,january,bad,250
2019,january,good,50
2019,february,good,50
2019,february,bad,350
2019,february,good,150
2019,february,bad,450
2019,january,bad,150
2019,march,good,250
2019,march,good,250
2019,march,bad,750
2019,march,bad,850
2019,april ,bad,6150
2019,april ,bad,6350
2019,april ,good,2750
2019,april ,good,2550
2019,may,bad,2150
2019,may,bad,2350
2019,may,good,750
2019,may,good,550
2019,june ,bad,950
2019,june ,bad,950
2019,june ,good,500
2019,june ,good,550
2019,july ,bad,350
2019,july ,bad,450
2019,july ,good,250
2019,july ,good,150
2019,august ,bad,1950
2019,august ,bad,2150
2019,august ,good,1150
2019,august ,good,850
2019,september,good,250
2019,september,good,350
2019,september,bad,850
2019,september,bad,950
2019,october ,good,50
2019,october ,good,150
2019,october ,bad,350
2019,october ,bad,450
2019,november,bad,850
2019,november,bad,950
2019,november,good,250
2019,november,good,350
2019,december,bad,350
2019,december,bad,450
2019,december,good,50
2019,december,good,150
2019,january,good,50
2019,january,good,50
2019,january,bad,350
2019,january,bad,350
2019,february,bad,550
2019,february,bad,650
2019,february,good,50
2019,february,good,50
2019,march,good,150
2019,march,good,50
2019,march,bad,950
2019,march,bad,950
2019,april ,bad,6350
2019,april ,bad,6950
2019,april ,good,1950
2019,april ,good,950
2019,may,bad,2950
2019,may,bad,2750
2019,may,good,750
2019,may,good,850
2019,june ,bad,1220
2019,june ,bad,1550
2019,june ,good,250
2019,june ,good,150
2019,july ,bad,750
2019,july ,bad,950
2019,july ,good,50
2019,july ,good,50
2019,august ,bad,2350
2019,august ,bad,2950
2019,august ,good,450
2019,august ,good,250
2019,september,good,150
2019,september,good,150
2019,september,bad,950
2019,september,bad,1150
2019,october ,good,150
2019,october ,good,50
2019,october ,bad,750
2019,october ,bad,650
2019,november,bad,950
2019,november,bad,1550
2019,november,good,150
2019,november,good,150
2019,december,bad,550
2019,december,bad,750
2019,december,good,50
2019,december,good,50
2019,january,good,50
2019,february,bad,450
2019,march,good,350
2019,april ,bad,5550
2019,may,good,850
2019,june ,bad,950
2019,july ,good,150
2019,august ,bad,1950
2019,september,good,350
2019,october ,bad,350
2019,november,good,250
2019,december,bad,350
2019,january,good,50
2019,january,good,50
2019,january,good,50
2019,january,good,150
2019,january,good,150
2019,january,good,150
2019,february,good,150
2019,february,good,150
2019,february,good,150
2019,february,good,250
2019,february,good,250
2019,february,good,250
2019,march,good,350
2019,march,good,350
2019,march,good,350
2019,march,good,350
2019,march,good,450
2019,march,good,450
2019,april ,good,2950
2019,april ,good,3150
2019,april ,good,2950
2019,april ,good,3350
2019,april ,good,2950
2019,april ,good,2750
2019,may,good,950
2019,may,good,950
2019,may,good,950
2019,may,good,750
2019,may,good,850
2019,may,good,750
2019,june ,good,450
2019,june ,good,450
2019,june ,good,450
2019,june ,good,350
2019,june ,good,350
2019,june ,good,350
2019,july ,good,150
2019,july ,good,150
2019,july ,good,150
2019,july ,good,150
2019,july ,good,150
2019,july ,good,50
2019,august ,good,950
2019,august ,good,950
2019,august ,good,850
2019,august ,good,850
2019,august ,good,750
2019,august ,good,750
2019,september,good,350
2019,september,good,350
2019,september,good,350
2019,september,good,350
2019,september,good,250
2019,september,good,250
2019,october ,good,150
2019,october ,good,150
2019,october ,good,150
2019,october ,good,150
2019,october ,good,150
2019,october ,good,50
2019,november,good,350
2019,november,good,350
2019,november,good,350
2019,november,good,350
2019,november,good,250
2019,november,good,250
2019,december,good,150
2019,december,good,150
2019,december,good,150
2019,december,good,50
2019,december,good,50
2019,december,good,50
2019,january,bad,150
2019,january,bad,150
2019,january,bad,150
2019,january,bad,150
2019,january,bad,250
2019,january,bad,250
2019,february,bad,350
2019,february,bad,350
2019,february,bad,350
2019,february,bad,350
2019,february,bad,450
2019,february,bad,450
2019,march,bad,750
2019,march,bad,750
2019,march,bad,750
2019,march,bad,850
2019,march,bad,850
2019,march,bad,850
2019,april ,bad,6150
2019,april ,bad,5750
2019,april ,bad,6150
2019,april ,bad,6250
2019,april ,bad,6250
2019,april ,bad,6450
2019,may,bad,1950
2019,may,bad,2050
2019,may,bad,2150
2019,may,bad,2250
2019,may,bad,1850
2019,may,bad,1950
2019,june ,bad,950
2019,june ,bad,1150
2019,june ,bad,950
2019,june ,bad,1150
2019,june ,bad,950
2019,june ,bad,1150
2019,july ,bad,350
2019,july ,bad,350
2019,july ,bad,450
2019,july ,bad,450
2019,july ,bad,350
2019,july ,bad,450
2019,august ,bad,1950
2019,august ,bad,1950
2019,august ,bad,2150
2019,august ,bad,1850
2019,august ,bad,2050
2019,august ,bad,1750
2019,september,bad,750
2019,september,bad,750
2019,september,bad,850
2019,september,bad,950
2019,september,bad,850
2019,september,bad,950
2019,october ,bad,350
2019,october ,bad,350
2019,october ,bad,350
2019,october ,bad,350
2019,october ,bad,350
2019,october ,bad,450
2019,november,bad,750
2019,november,bad,750
2019,november,bad,750
2019,november,bad,750
2019,november,bad,750
2019,november,bad,750
2019,december,bad,350
2019,december,bad,350
2019,december,bad,350
2019,december,bad,450
2019,december,bad,450
2019,december,bad,450
2019,january,bad,150
2019,february,bad,350
2019,march,bad,750
2019,april ,bad,5950
2019,may,bad,1950
2019,june ,bad,950
2019,july ,bad,350
2019,august ,bad,1950
2019,september,bad,750
2019,october ,bad,350
2019,november,bad,750
2019,december,bad,350
2019,january,good,50
2019,april ,bad,6950
2019,april ,bad,6950
2019,december,bad,500
2019,april ,bad,5750
2019,april ,bad,6150
2019,april ,bad,6250
2019,april ,bad,6450
2019,april ,bad,6550
2019,april ,bad,6550
2019,august ,good,1550
2019,june ,bad,2250
2019,april ,bad,6550
